FILE_INFO_ID	DETAIL	FILESIZE_BYTES	NAME	ORIGINAL_FILE_NAME	WORKSPACE_ID
467282	Flow cytometry result	100097445	Flu Vaccine 10-1-13_NCH-VK-143 B Panel.467282.fcs	Flu Vaccine 10-1-13_NCH-VK-143 B Panel.fcs	2799
467283	Flow cytometry compensation or control	28982531	Flu Vaccine 10-1-13_NCH-VK-143 Ctrl.467283.fcs	Flu Vaccine 10-1-13_NCH-VK-143 Ctrl.fcs	2799
467284	Flow cytometry compensation or control	6802704	10_1_13_Comp_Alexa_700.467284.fcs	10_1_13_Comp_Alexa_700.fcs	2799
467285	Flow cytometry compensation or control	6802692	10_1_13_Comp_APC.467285.fcs	10_1_13_Comp_APC.fcs	2799
467286	Flow cytometry compensation or control	6802700	10_1_13_Comp_APC_Cy7.467286.fcs	10_1_13_Comp_APC_Cy7.fcs	2799
467287	Flow cytometry compensation or control	6802694	10_1_13_Comp_FITC.467287.fcs	10_1_13_Comp_FITC.fcs	2799
467288	Flow cytometry compensation or control	6802710	10_1_13_Comp_Pacific_Blue.467288.fcs	10_1_13_Comp_Pacific_Blue.fcs	2799
467289	Flow cytometry compensation or control	6802690	10_1_13_Comp_PE.467289.fcs	10_1_13_Comp_PE.fcs	2799
467290	Flow cytometry compensation or control	6802698	10_1_13_Comp_PE_Cy5.467290.fcs	10_1_13_Comp_PE_Cy5.fcs	2799
467291	Flow cytometry compensation or control	6802698	10_1_13_Comp_PE_Cy7.467291.fcs	10_1_13_Comp_PE_Cy7.fcs	2799
467292	Flow cytometry compensation or control	6802698	10_1_13_Comp_PE_TxR.467292.fcs	10_1_13_Comp_PE_TxR.fcs	2799
467293	Flow cytometry compensation or control	6802702	10_1_13_Comp_QDot_565.467293.fcs	10_1_13_Comp_QDot_565.fcs	2799
467294	Flow cytometry compensation or control	7142688	10_1_13_Comp_Unstained.467294.fcs	10_1_13_Comp_Unstained.fcs	2799
467295	Flow cytometry result	105080325	Flu Vaccine 10-1-13_NCH-VK-143 B Panel.467295.txt	Flu Vaccine 10-1-13_NCH-VK-143 B Panel.txt	2799
467296	Flow cytometry result	117587651	Flu Vaccine 10-1-13_NCH-VK-143 DC1 Panel.467296.fcs	Flu Vaccine 10-1-13_NCH-VK-143 DC1 Panel.fcs	2799
467297	Flow cytometry result	123295060	Flu Vaccine 10-1-13_NCH-VK-143 DC1 Panel.467297.txt	Flu Vaccine 10-1-13_NCH-VK-143 DC1 Panel.txt	2799
467298	Flow cytometry result	111714435	Flu Vaccine 10-1-13_NCH-VK-143 Mono Panel.467298.fcs	Flu Vaccine 10-1-13_NCH-VK-143 Mono Panel.fcs	2799
467299	Flow cytometry result	117566851	Flu Vaccine 10-1-13_NCH-VK-143 Mono Panel.467299.txt	Flu Vaccine 10-1-13_NCH-VK-143 Mono Panel.txt	2799
467300	Flow cytometry result	99733986	Flu Vaccine 10-1-13_NCH-VK-143 Tfh Panel.467300.fcs	Flu Vaccine 10-1-13_NCH-VK-143 Tfh Panel.fcs	2799
467301	Flow cytometry result	105284815	Flu Vaccine 10-1-13_NCH-VK-143 Tfh Panel.467301.txt	Flu Vaccine 10-1-13_NCH-VK-143 Tfh Panel.txt	2799
467302	Flow cytometry result	104131409	Flu Vaccine 10-1-13_NCH-VK-144 B Panel.467302.fcs	Flu Vaccine 10-1-13_NCH-VK-144 B Panel.fcs	2799
467303	Flow cytometry compensation or control	30151927	Flu Vaccine 10-1-13_NCH-VK-144 Ctrl.467303.fcs	Flu Vaccine 10-1-13_NCH-VK-144 Ctrl.fcs	2799
467304	Flow cytometry result	109884401	Flu Vaccine 10-1-13_NCH-VK-144 B Panel.467304.txt	Flu Vaccine 10-1-13_NCH-VK-144 B Panel.txt	2799
467305	Flow cytometry result	104718515	Flu Vaccine 10-1-13_NCH-VK-144 DC1 Panel.467305.fcs	Flu Vaccine 10-1-13_NCH-VK-144 DC1 Panel.fcs	2799
467306	Flow cytometry result	111185308	Flu Vaccine 10-1-13_NCH-VK-144 DC1 Panel.467306.txt	Flu Vaccine 10-1-13_NCH-VK-144 DC1 Panel.txt	2799
467307	Flow cytometry result	105399545	Flu Vaccine 10-1-13_NCH-VK-144 Mono Pane.467307.fcs	Flu Vaccine 10-1-13_NCH-VK-144 Mono Pane.fcs	2799
467308	Flow cytometry result	111848209	Flu Vaccine 10-1-13_NCH-VK-144 Mono Pane.467308.txt	Flu Vaccine 10-1-13_NCH-VK-144 Mono Pane.txt	2799
467309	Flow cytometry result	112030562	Flu Vaccine 10-1-13_NCH-VK-144 Tfh Panel.467309.fcs	Flu Vaccine 10-1-13_NCH-VK-144 Tfh Panel.fcs	2799
467310	Flow cytometry result	118221967	Flu Vaccine 10-1-13_NCH-VK-144 Tfh Panel.467310.txt	Flu Vaccine 10-1-13_NCH-VK-144 Tfh Panel.txt	2799
467311	Flow cytometry result	60003761	Flu Vaccine 10-1-13_NCH-VK-148 B Panel.467311.fcs	Flu Vaccine 10-1-13_NCH-VK-148 B Panel.fcs	2799
467312	Flow cytometry compensation or control	17216695	Flu Vaccine 10-1-13_NCH-VK-148 Ctrl.467312.fcs	Flu Vaccine 10-1-13_NCH-VK-148 Ctrl.fcs	2799
467313	Flow cytometry result	63926311	Flu Vaccine 10-1-13_NCH-VK-148 B Panel.467313.txt	Flu Vaccine 10-1-13_NCH-VK-148 B Panel.txt	2799
467314	Flow cytometry result	64424095	Flu Vaccine 10-1-13_NCH-VK-148 DC1 Panel.467314.fcs	Flu Vaccine 10-1-13_NCH-VK-148 DC1 Panel.fcs	2799
467315	Flow cytometry result	68866452	Flu Vaccine 10-1-13_NCH-VK-148 DC1 Panel.467315.txt	Flu Vaccine 10-1-13_NCH-VK-148 DC1 Panel.txt	2799
467316	Flow cytometry result	69152011	Flu Vaccine 10-1-13_NCH-VK-148 Mono Panel.467316.fcs	Flu Vaccine 10-1-13_NCH-VK-148 Mono Panel.fcs	2799
467317	Flow cytometry result	73933960	Flu Vaccine 10-1-13_NCH-VK-148 Mono Panel.467317.txt	Flu Vaccine 10-1-13_NCH-VK-148 Mono Panel.txt	2799
467318	Flow cytometry result	63120950	Flu Vaccine 10-1-13_NCH-VK-148 Tfh Panel.467318.fcs	Flu Vaccine 10-1-13_NCH-VK-148 Tfh Panel.fcs	2799
467319	Flow cytometry result	67249531	Flu Vaccine 10-1-13_NCH-VK-148 Tfh Panel.467319.txt	Flu Vaccine 10-1-13_NCH-VK-148 Tfh Panel.txt	2799
467336	Flow cytometry result	95734138	Flu Vaccine 8-13-13_NCH-VK-131 B Panel.467336.fcs	Flu Vaccine 8-13-13_NCH-VK-131 B Panel.fcs	2799
467337	Flow cytometry compensation or control	22840140	Flu Vaccine 8-13-13_NCH-VK-131 Ctrl.467337.fcs	Flu Vaccine 8-13-13_NCH-VK-131 Ctrl.fcs	2799
467338	Flow cytometry compensation or control	6802704	8_13_13_Comp_Alexa_700.467338.fcs	8_13_13_Comp_Alexa_700.fcs	2799
467339	Flow cytometry compensation or control	6802692	8_13_13_Comp_APC.467339.fcs	8_13_13_Comp_APC.fcs	2799
467340	Flow cytometry compensation or control	6802700	8_13_13_Comp_APC_Cy7.467340.fcs	8_13_13_Comp_APC_Cy7.fcs	2799
467341	Flow cytometry compensation or control	6802694	8_13_13_Comp_FITC.467341.fcs	8_13_13_Comp_FITC.fcs	2799
467342	Flow cytometry compensation or control	6802710	8_13_13_Comp_Pacific_Blue.467342.fcs	8_13_13_Comp_Pacific_Blue.fcs	2799
467343	Flow cytometry compensation or control	6802690	8_13_13_Comp_PE.467343.fcs	8_13_13_Comp_PE.fcs	2799
467344	Flow cytometry compensation or control	6802698	8_13_13_Comp_PE_Cy5.467344.fcs	8_13_13_Comp_PE_Cy5.fcs	2799
467345	Flow cytometry compensation or control	6802698	8_13_13_Comp_PE_Cy7.467345.fcs	8_13_13_Comp_PE_Cy7.fcs	2799
467346	Flow cytometry compensation or control	6802698	8_13_13_Comp_PE_TxR.467346.fcs	8_13_13_Comp_PE_TxR.fcs	2799
467347	Flow cytometry compensation or control	6802702	8_13_13_Comp_QDot_565.467347.fcs	8_13_13_Comp_QDot_565.fcs	2799
467348	Flow cytometry compensation or control	6802688	8_13_13_Comp_Unstained.467348.fcs	8_13_13_Comp_Unstained.fcs	2799
467349	Flow cytometry result	99283065	Flu Vaccine 8-13-13_NCH-VK-131 B Panel.467349.txt	Flu Vaccine 8-13-13_NCH-VK-131 B Panel.txt	2799
467350	Flow cytometry result	95720328	Flu Vaccine 8-13-13_NCH-VK-131 DC1 Panel.467350.fcs	Flu Vaccine 8-13-13_NCH-VK-131 DC1 Panel.fcs	2799
467351	Flow cytometry result	99327666	Flu Vaccine 8-13-13_NCH-VK-131 DC1 Panel.467351.txt	Flu Vaccine 8-13-13_NCH-VK-131 DC1 Panel.txt	2799
467352	Flow cytometry result	102879582	Flu Vaccine 8-13-13_NCH-VK-131 Mono Pane.467352.fcs	Flu Vaccine 8-13-13_NCH-VK-131 Mono Pane.fcs	2799
467353	Flow cytometry result	106743247	Flu Vaccine 8-13-13_NCH-VK-131 Mono Pane.467353.txt	Flu Vaccine 8-13-13_NCH-VK-131 Mono Pane.txt	2799
467354	Flow cytometry result	96272699	Flu Vaccine 8-13-13_NCH-VK-131 Tfh Panel.467354.fcs	Flu Vaccine 8-13-13_NCH-VK-131 Tfh Panel.fcs	2799
467355	Flow cytometry result	98627709	Flu Vaccine 8-13-13_NCH-VK-131 Tfh Panel.467355.txt	Flu Vaccine 8-13-13_NCH-VK-131 Tfh Panel.txt	2799
467356	Flow cytometry result	132985830	Flu Vaccine 8-13-13_NCH-VK-132 B Panel.467356.fcs	Flu Vaccine 8-13-13_NCH-VK-132 B Panel.fcs	2799
467357	Flow cytometry compensation or control	31710468	Flu Vaccine 8-13-13_NCH-VK-132 Ctrl.467357.fcs	Flu Vaccine 8-13-13_NCH-VK-132 Ctrl.fcs	2799
467358	Flow cytometry result	138728876	Flu Vaccine 8-13-13_NCH-VK-132 B Panel.467358.txt	Flu Vaccine 8-13-13_NCH-VK-132 B Panel.txt	2799
467359	Flow cytometry result	125877988	Flu Vaccine 8-13-13_NCH-VK-132 DC1 Panel.467359.fcs	Flu Vaccine 8-13-13_NCH-VK-132 DC1 Panel.fcs	2799
467360	Flow cytometry result	131589050	Flu Vaccine 8-13-13_NCH-VK-132 DC1 Panel.467360.txt	Flu Vaccine 8-13-13_NCH-VK-132 DC1 Panel.txt	2799
467361	Flow cytometry result	135090504	Flu Vaccine 8-13-13_NCH-VK-132 Mono Panel.467361.fcs	Flu Vaccine 8-13-13_NCH-VK-132 Mono Panel.fcs	2799
467362	Flow cytometry result	141158792	Flu Vaccine 8-13-13_NCH-VK-132 Mono Panel.467362.txt	Flu Vaccine 8-13-13_NCH-VK-132 Mono Panel.txt	2799
467363	Flow cytometry result	131141739	Flu Vaccine 8-13-13_NCH-VK-132 Tfh Panel.467363.fcs	Flu Vaccine 8-13-13_NCH-VK-132 Tfh Panel.fcs	2799
467364	Flow cytometry result	135031995	Flu Vaccine 8-13-13_NCH-VK-132 Tfh Panel.467364.txt	Flu Vaccine 8-13-13_NCH-VK-132 Tfh Panel.txt	2799
467365	Flow cytometry result	61625066	Flu Vaccine 8-13-13_NCH-VK-133 B Panel.467365.fcs	Flu Vaccine 8-13-13_NCH-VK-133 B Panel.fcs	2799
467366	Flow cytometry compensation or control	16652888	Flu Vaccine 8-13-13_NCH-VK-133 Ctrl.467366.fcs	Flu Vaccine 8-13-13_NCH-VK-133 Ctrl.fcs	2799
467367	Flow cytometry result	66073266	Flu Vaccine 8-13-13_NCH-VK-133 B Panel.467367.txt	Flu Vaccine 8-13-13_NCH-VK-133 B Panel.txt	2799
467368	Flow cytometry result	66595248	Flu Vaccine 8-13-13_NCH-VK-133 DC1 Panel.467368.fcs	Flu Vaccine 8-13-13_NCH-VK-133 DC1 Panel.fcs	2799
467369	Flow cytometry result	71371953	Flu Vaccine 8-13-13_NCH-VK-133 DC1 Panel.467369.txt	Flu Vaccine 8-13-13_NCH-VK-133 DC1 Panel.txt	2799
467370	Flow cytometry result	70268212	Flu Vaccine 8-13-13_NCH-VK-133 Mono Panel.467370.fcs	Flu Vaccine 8-13-13_NCH-VK-133 Mono Panel.fcs	2799
467371	Flow cytometry result	75232935	Flu Vaccine 8-13-13_NCH-VK-133 Mono Panel.467371.txt	Flu Vaccine 8-13-13_NCH-VK-133 Mono Panel.txt	2799
467372	Flow cytometry result	68120563	Flu Vaccine 8-13-13_NCH-VK-133 Tfh Panel.467372.fcs	Flu Vaccine 8-13-13_NCH-VK-133 Tfh Panel.fcs	2799
467373	Flow cytometry result	72595224	Flu Vaccine 8-13-13_NCH-VK-133 Tfh Panel.467373.txt	Flu Vaccine 8-13-13_NCH-VK-133 Tfh Panel.txt	2799
467374	Flow cytometry result	86155862	Flu Vaccine 8-13-13_NCH-VK-134 B Panel.467374.fcs	Flu Vaccine 8-13-13_NCH-VK-134 B Panel.fcs	2799
467375	Flow cytometry compensation or control	17538044	Flu Vaccine 8-13-13_NCH-VK-134 Ctrl.467375.fcs	Flu Vaccine 8-13-13_NCH-VK-134 Ctrl.fcs	2799
467376	Flow cytometry result	90714601	Flu Vaccine 8-13-13_NCH-VK-134 B Panel.467376.txt	Flu Vaccine 8-13-13_NCH-VK-134 B Panel.txt	2799
467377	Flow cytometry result	82894916	Flu Vaccine 8-13-13_NCH-VK-134 DC1 Panel.467377.fcs	Flu Vaccine 8-13-13_NCH-VK-134 DC1 Panel.fcs	2799
467378	Flow cytometry result	88106734	Flu Vaccine 8-13-13_NCH-VK-134 DC1 Panel.467378.txt	Flu Vaccine 8-13-13_NCH-VK-134 DC1 Panel.txt	2799
467379	Flow cytometry result	85613364	Flu Vaccine 8-13-13_NCH-VK-134 Mono Panel.467379.fcs	Flu Vaccine 8-13-13_NCH-VK-134 Mono Panel.fcs	2799
467380	Flow cytometry result	90630517	Flu Vaccine 8-13-13_NCH-VK-134 Mono Panel.467380.txt	Flu Vaccine 8-13-13_NCH-VK-134 Mono Panel.txt	2799
467381	Flow cytometry result	80488063	Flu Vaccine 8-13-13_NCH-VK-134 Tfh Panel.467381.fcs	Flu Vaccine 8-13-13_NCH-VK-134 Tfh Panel.fcs	2799
467382	Flow cytometry result	84838466	Flu Vaccine 8-13-13_NCH-VK-134 Tfh Panel.467382.txt	Flu Vaccine 8-13-13_NCH-VK-134 Tfh Panel.txt	2799
467383	Flow cytometry result	90598710	Flu Vaccine 8-13-13_NCH-VK-135 B Panel.467383.fcs	Flu Vaccine 8-13-13_NCH-VK-135 B Panel.fcs	2799
467384	Flow cytometry compensation or control	22474640	Flu Vaccine 8-13-13_NCH-VK-135 Ctrl.467384.fcs	Flu Vaccine 8-13-13_NCH-VK-135 Ctrl.fcs	2799
467385	Flow cytometry result	97356673	Flu Vaccine 8-13-13_NCH-VK-135 B Panel.467385.txt	Flu Vaccine 8-13-13_NCH-VK-135 B Panel.txt	2799
467386	Flow cytometry result	87539044	Flu Vaccine 8-13-13_NCH-VK-135 DC1 Panel.467386.fcs	Flu Vaccine 8-13-13_NCH-VK-135 DC1 Panel.fcs	2799
467387	Flow cytometry result	94575249	Flu Vaccine 8-13-13_NCH-VK-135 DC1 Panel.467387.txt	Flu Vaccine 8-13-13_NCH-VK-135 DC1 Panel.txt	2799
467388	Flow cytometry result	95962692	Flu Vaccine 8-13-13_NCH-VK-135 Mono Panel.467388.fcs	Flu Vaccine 8-13-13_NCH-VK-135 Mono Panel.fcs	2799
467389	Flow cytometry result	101722695	Flu Vaccine 8-13-13_NCH-VK-135 Mono Panel.467389.txt	Flu Vaccine 8-13-13_NCH-VK-135 Mono Panel.txt	2799
