EXPSAMPLE_ACCESSION	DESCRIPTION	EXPERIMENT_ACCESSION	NAME	RESULT_SCHEMA	UPLOAD_RESULT_STATUS	WORKSPACE_ID
ES736232	AssayGroupID=AG_Microarray_PBMCFlu_year2;ChipID=8695071005;ArrayID=I	EXP13359		PUBLIC REPOSITORY	Parsed	2668
ES736194	AssayGroupID=AG_Microarray_PBMCFlu_year2;ChipID=8521530002;ArrayID=E	EXP13359		PUBLIC REPOSITORY	Parsed	2668
ES736239	AssayGroupID=AG_Microarray_PBMCFlu_year2;ChipID=8521441083;ArrayID=L	EXP13359		PUBLIC REPOSITORY	Parsed	2668
ES736241	AssayGroupID=AG_Microarray_PBMCFlu_year2;ChipID=8659387181;ArrayID=H	EXP13359		PUBLIC REPOSITORY	Parsed	2668
ES736201	AssayGroupID=AG_Microarray_PBMCFlu_year2;ChipID=8546278040;ArrayID=C	EXP13359		PUBLIC REPOSITORY	Parsed	2668
ES736203	AssayGroupID=AG_Microarray_PBMCFlu_year2;ChipID=8546278040;ArrayID=G	EXP13359		PUBLIC REPOSITORY	Parsed	2668
ES736214	AssayGroupID=AG_Microarray_PBMCFlu_year2;ChipID=8546278055;ArrayID=E	EXP13359		PUBLIC REPOSITORY	Parsed	2668
ES736217	AssayGroupID=AG_Microarray_PBMCFlu_year2;ChipID=8695071059;ArrayID=C	EXP13359		PUBLIC REPOSITORY	Parsed	2668
ES736319	AssayGroupID=AG_Microarray_PBMCFlu_year2;ChipID=8546278040;ArrayID=D	EXP13359		PUBLIC REPOSITORY	Parsed	2668
ES736281	AssayGroupID=AG_Microarray_PBMCFlu_year2;ChipID=8521441081;ArrayID=H	EXP13359		PUBLIC REPOSITORY	Parsed	2668
ES736286	AssayGroupID=AG_Microarray_PBMCFlu_year2;ChipID=8659387197;ArrayID=B	EXP13359		PUBLIC REPOSITORY	Parsed	2668
ES736292	AssayGroupID=AG_Microarray_PBMCFlu_year2;ChipID=8695071081;ArrayID=F	EXP13359		PUBLIC REPOSITORY	Parsed	2668
ES736293	AssayGroupID=AG_Microarray_PBMCFlu_year2;ChipID=8695071081;ArrayID=H	EXP13359		PUBLIC REPOSITORY	Parsed	2668
ES736328	AssayGroupID=AG_Microarray_PBMCFlu_year2;ChipID=8695071059;ArrayID=I	EXP13359		PUBLIC REPOSITORY	Parsed	2668
ES736338	AssayGroupID=AG_Microarray_PBMCFlu_year2;ChipID=8521441081;ArrayID=B	EXP13359		PUBLIC REPOSITORY	Parsed	2668
ES736299	AssayGroupID=AG_Microarray_PBMCFlu_year2;ChipID=8521441083;ArrayID=G	EXP13359		PUBLIC REPOSITORY	Parsed	2668
ES736246	AssayGroupID=AG_Microarray_PBMCFlu_year2;ChipID=8659387182;ArrayID=E	EXP13359		PUBLIC REPOSITORY	Parsed	2668
ES736250	AssayGroupID=AG_Microarray_PBMCFlu_year2;ChipID=8659387197;ArrayID=E	EXP13359		PUBLIC REPOSITORY	Parsed	2668
ES736256	AssayGroupID=AG_Microarray_PBMCFlu_year2;ChipID=8695071005;ArrayID=F	EXP13359		PUBLIC REPOSITORY	Parsed	2668
ES736272	AssayGroupID=AG_Microarray_PBMCFlu_year2;ChipID=8659387197;ArrayID=F	EXP13359		PUBLIC REPOSITORY	Parsed	2668
ES736529		EXP13360		HAI	Parsed	2668
ES736183		EXP13360		HAI	Parsed	2668
ES736188		EXP13360		HAI	Parsed	2668
ES736190		EXP13360		HAI	Parsed	2668
ES736116		EXP13360		HAI	Parsed	2668
ES736543		EXP13360		HAI	Parsed	2668
ES736153		EXP13360		HAI	Parsed	2668
ES736154		EXP13360		HAI	Parsed	2668
ES736155		EXP13360		HAI	Parsed	2668
ES736156		EXP13360		HAI	Parsed	2668
ES736166		EXP13360		HAI	Parsed	2668
ES736489		EXP13360		HAI	Parsed	2668
ES736494		EXP13360		HAI	Parsed	2668
ES736496		EXP13360		HAI	Parsed	2668
ES736171		EXP13360		HAI	Parsed	2668
ES736173		EXP13360		HAI	Parsed	2668
ES736178		EXP13360		HAI	Parsed	2668
ES736518		EXP13360		HAI	Parsed	2668
ES736513		EXP13360		HAI	Parsed	2668
ES736522		EXP13360		HAI	Parsed	2668
ES736526		EXP13360		HAI	Parsed	2668
ES784712		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784719		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784725		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784736		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784738		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784741		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784677		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784682		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784688		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784689		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784624		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784630		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784632		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784638		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784642		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784646		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784651		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784655		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784661		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784587		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784590		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784602		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784605		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784617		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784619		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784393		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784396		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784409		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784537		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784541		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784556		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784571		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784506		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784516		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784518		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784524		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784526		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784527		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784529		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784463		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784464		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784466		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784467		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784483		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784413		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784417		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784424		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784425		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784427		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784433		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784437		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784438		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784445		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784450		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES1004211		EXP13917		OTHER	Not_Parsed	2668
ES1004215		EXP13917		OTHER	Not_Parsed	2668
ES1004217		EXP13917		OTHER	Not_Parsed	2668
ES1004234		EXP13917		OTHER	Not_Parsed	2668
ES1004236		EXP13917		OTHER	Not_Parsed	2668
ES1004248		EXP13917		OTHER	Not_Parsed	2668
ES1004882		EXP13917		OTHER	Not_Parsed	2668
ES1004886		EXP13917		OTHER	Not_Parsed	2668
ES1004892		EXP13917		OTHER	Not_Parsed	2668
ES1004893		EXP13917		OTHER	Not_Parsed	2668
ES1004903		EXP13917		OTHER	Not_Parsed	2668
ES1004904		EXP13917		OTHER	Not_Parsed	2668
ES1004905		EXP13917		OTHER	Not_Parsed	2668
ES1004916		EXP13917		OTHER	Not_Parsed	2668
ES1004917		EXP13917		OTHER	Not_Parsed	2668
ES1004918		EXP13917		OTHER	Not_Parsed	2668
ES1004170		EXP13917		OTHER	Not_Parsed	2668
ES1005558		EXP13917		OTHER	Not_Parsed	2668
ES1005575		EXP13917		OTHER	Not_Parsed	2668
ES1005579		EXP13917		OTHER	Not_Parsed	2668
ES1004181		EXP13917		OTHER	Not_Parsed	2668
ES1004193		EXP13917		OTHER	Not_Parsed	2668
ES1004194		EXP13917		OTHER	Not_Parsed	2668
ES1004208		EXP13917		OTHER	Not_Parsed	2668
ES1004842		EXP13917		OTHER	Not_Parsed	2668
ES1004844		EXP13917		OTHER	Not_Parsed	2668
ES1004847		EXP13917		OTHER	Not_Parsed	2668
ES1004878		EXP13917		OTHER	Not_Parsed	2668
ES1005525		EXP13917		OTHER	Not_Parsed	2668
ES1005534		EXP13917		OTHER	Not_Parsed	2668
ES1004125		EXP13917		OTHER	Not_Parsed	2668
ES1004126		EXP13917		OTHER	Not_Parsed	2668
ES1004132		EXP13917		OTHER	Not_Parsed	2668
ES1005539		EXP13917		OTHER	Not_Parsed	2668
ES1005542		EXP13917		OTHER	Not_Parsed	2668
ES1005545		EXP13917		OTHER	Not_Parsed	2668
ES1004154		EXP13917		OTHER	Not_Parsed	2668
ES1004805		EXP13917		OTHER	Not_Parsed	2668
ES1004812		EXP13917		OTHER	Not_Parsed	2668
ES1004819		EXP13917		OTHER	Not_Parsed	2668
ES1004822		EXP13917		OTHER	Not_Parsed	2668
ES1004823		EXP13917		OTHER	Not_Parsed	2668
ES1004828		EXP13917		OTHER	Not_Parsed	2668
ES1004830		EXP13917		OTHER	Not_Parsed	2668
ES1004838		EXP13917		OTHER	Not_Parsed	2668
ES1005470		EXP13917		OTHER	Not_Parsed	2668
ES1005481		EXP13917		OTHER	Not_Parsed	2668
ES1005489		EXP13917		OTHER	Not_Parsed	2668
ES1005506		EXP13917		OTHER	Not_Parsed	2668
ES1005509		EXP13917		OTHER	Not_Parsed	2668
ES1003861		EXP13917		OTHER	Not_Parsed	2668
ES1003864		EXP13917		OTHER	Not_Parsed	2668
ES1003866		EXP13917		OTHER	Not_Parsed	2668
ES1003872		EXP13917		OTHER	Not_Parsed	2668
ES1004504		EXP13917		OTHER	Not_Parsed	2668
ES1004515		EXP13917		OTHER	Not_Parsed	2668
ES1004518		EXP13917		OTHER	Not_Parsed	2668
ES1004529		EXP13917		OTHER	Not_Parsed	2668
ES1004535		EXP13917		OTHER	Not_Parsed	2668
ES1004119		EXP13917		OTHER	Not_Parsed	2668
ES1004756		EXP13917		OTHER	Not_Parsed	2668
ES1004763		EXP13917		OTHER	Not_Parsed	2668
ES1004769		EXP13917		OTHER	Not_Parsed	2668
ES1004776		EXP13917		OTHER	Not_Parsed	2668
ES1004779		EXP13917		OTHER	Not_Parsed	2668
ES1004292		EXP13917		OTHER	Not_Parsed	2668
ES1004923		EXP13917		OTHER	Not_Parsed	2668
ES1004941		EXP13917		OTHER	Not_Parsed	2668
ES1004942		EXP13917		OTHER	Not_Parsed	2668
ES1004943		EXP13917		OTHER	Not_Parsed	2668
ES1004946		EXP13917		OTHER	Not_Parsed	2668
ES1004947		EXP13917		OTHER	Not_Parsed	2668
ES1004948		EXP13917		OTHER	Not_Parsed	2668
ES1004964		EXP13917		OTHER	Not_Parsed	2668
ES1005595		EXP13917		OTHER	Not_Parsed	2668
ES1005598		EXP13917		OTHER	Not_Parsed	2668
ES1005175		EXP13917		OTHER	Not_Parsed	2668
ES1005184		EXP13917		OTHER	Not_Parsed	2668
ES1005190		EXP13917		OTHER	Not_Parsed	2668
ES1005191		EXP13917		OTHER	Not_Parsed	2668
ES1005194		EXP13917		OTHER	Not_Parsed	2668
ES1005197		EXP13917		OTHER	Not_Parsed	2668
ES1005200		EXP13917		OTHER	Not_Parsed	2668
ES1005207		EXP13917		OTHER	Not_Parsed	2668
ES1005214		EXP13917		OTHER	Not_Parsed	2668
ES1005437		EXP13917		OTHER	Not_Parsed	2668
ES1005445		EXP13917		OTHER	Not_Parsed	2668
ES1005451		EXP13917		OTHER	Not_Parsed	2668
ES1005600		EXP13917		OTHER	Not_Parsed	2668
ES1005605		EXP13917		OTHER	Not_Parsed	2668
ES1005608		EXP13917		OTHER	Not_Parsed	2668
ES1005610		EXP13917		OTHER	Not_Parsed	2668
ES1005623		EXP13917		OTHER	Not_Parsed	2668
ES1005625		EXP13917		OTHER	Not_Parsed	2668
ES1003798		EXP13917		OTHER	Not_Parsed	2668
ES1003823		EXP13917		OTHER	Not_Parsed	2668
ES1003828		EXP13917		OTHER	Not_Parsed	2668
ES1004049		EXP13917		OTHER	Not_Parsed	2668
ES1004055		EXP13917		OTHER	Not_Parsed	2668
ES1004059		EXP13917		OTHER	Not_Parsed	2668
ES1004068		EXP13917		OTHER	Not_Parsed	2668
ES1004074		EXP13917		OTHER	Not_Parsed	2668
ES1004719		EXP13917		OTHER	Not_Parsed	2668
ES1004468		EXP13917		OTHER	Not_Parsed	2668
ES1004484		EXP13917		OTHER	Not_Parsed	2668
ES1004487		EXP13917		OTHER	Not_Parsed	2668
ES1004490		EXP13917		OTHER	Not_Parsed	2668
ES1004500		EXP13917		OTHER	Not_Parsed	2668
ES1004502		EXP13917		OTHER	Not_Parsed	2668
ES1005133		EXP13917		OTHER	Not_Parsed	2668
ES1005136		EXP13917		OTHER	Not_Parsed	2668
ES1005143		EXP13917		OTHER	Not_Parsed	2668
ES1004724		EXP13917		OTHER	Not_Parsed	2668
ES1004726		EXP13917		OTHER	Not_Parsed	2668
ES1004744		EXP13917		OTHER	Not_Parsed	2668
ES1004752		EXP13917		OTHER	Not_Parsed	2668
ES1005389		EXP13917		OTHER	Not_Parsed	2668
ES1003757		EXP13917		OTHER	Not_Parsed	2668
ES1005153		EXP13917		OTHER	Not_Parsed	2668
ES1005158		EXP13917		OTHER	Not_Parsed	2668
ES1005167		EXP13917		OTHER	Not_Parsed	2668
ES1004012		EXP13917		OTHER	Not_Parsed	2668
ES1005403		EXP13917		OTHER	Not_Parsed	2668
ES1005407		EXP13917		OTHER	Not_Parsed	2668
ES1005417		EXP13917		OTHER	Not_Parsed	2668
ES1005426		EXP13917		OTHER	Not_Parsed	2668
ES1003764		EXP13917		OTHER	Not_Parsed	2668
ES1003769		EXP13917		OTHER	Not_Parsed	2668
ES1003782		EXP13917		OTHER	Not_Parsed	2668
ES1003786		EXP13917		OTHER	Not_Parsed	2668
ES1004425		EXP13917		OTHER	Not_Parsed	2668
ES1004432		EXP13917		OTHER	Not_Parsed	2668
ES1004438		EXP13917		OTHER	Not_Parsed	2668
ES1004021		EXP13917		OTHER	Not_Parsed	2668
ES1004024		EXP13917		OTHER	Not_Parsed	2668
ES1004025		EXP13917		OTHER	Not_Parsed	2668
ES1004673		EXP13917		OTHER	Not_Parsed	2668
ES1004686		EXP13917		OTHER	Not_Parsed	2668
ES1004441		EXP13917		OTHER	Not_Parsed	2668
ES1004452		EXP13917		OTHER	Not_Parsed	2668
ES1004455		EXP13917		OTHER	Not_Parsed	2668
ES1005105		EXP13917		OTHER	Not_Parsed	2668
ES1005112		EXP13917		OTHER	Not_Parsed	2668
ES1005113		EXP13917		OTHER	Not_Parsed	2668
ES1005117		EXP13917		OTHER	Not_Parsed	2668
ES1005118		EXP13917		OTHER	Not_Parsed	2668
ES1004705		EXP13917		OTHER	Not_Parsed	2668
ES1004706		EXP13917		OTHER	Not_Parsed	2668
ES1005344		EXP13917		OTHER	Not_Parsed	2668
ES1005348		EXP13917		OTHER	Not_Parsed	2668
ES1005361		EXP13917		OTHER	Not_Parsed	2668
ES1005370		EXP13917		OTHER	Not_Parsed	2668
ES1003716		EXP13917		OTHER	Not_Parsed	2668
ES1005124		EXP13917		OTHER	Not_Parsed	2668
ES1003962		EXP13917		OTHER	Not_Parsed	2668
ES1003970		EXP13917		OTHER	Not_Parsed	2668
ES1003974		EXP13917		OTHER	Not_Parsed	2668
ES1005380		EXP13917		OTHER	Not_Parsed	2668
ES1004378		EXP13917		OTHER	Not_Parsed	2668
ES1004391		EXP13917		OTHER	Not_Parsed	2668
ES1004411		EXP13917		OTHER	Not_Parsed	2668
ES1004630		EXP13917		OTHER	Not_Parsed	2668
ES1004638		EXP13917		OTHER	Not_Parsed	2668
ES1004641		EXP13917		OTHER	Not_Parsed	2668
ES1004646		EXP13917		OTHER	Not_Parsed	2668
ES1004654		EXP13917		OTHER	Not_Parsed	2668
ES1004661		EXP13917		OTHER	Not_Parsed	2668
ES1003673		EXP13917		OTHER	Not_Parsed	2668
ES1005051		EXP13917		OTHER	Not_Parsed	2668
ES1005066		EXP13917		OTHER	Not_Parsed	2668
ES1005068		EXP13917		OTHER	Not_Parsed	2668
ES1005071		EXP13917		OTHER	Not_Parsed	2668
ES1005077		EXP13917		OTHER	Not_Parsed	2668
ES1005078		EXP13917		OTHER	Not_Parsed	2668
ES1004668		EXP13917		OTHER	Not_Parsed	2668
ES1004669		EXP13917		OTHER	Not_Parsed	2668
ES1005303		EXP13917		OTHER	Not_Parsed	2668
ES1005319		EXP13917		OTHER	Not_Parsed	2668
ES1005323		EXP13917		OTHER	Not_Parsed	2668
ES1005327		EXP13917		OTHER	Not_Parsed	2668
ES1005332		EXP13917		OTHER	Not_Parsed	2668
ES1005335		EXP13917		OTHER	Not_Parsed	2668
ES1005338		EXP13917		OTHER	Not_Parsed	2668
ES1003678		EXP13917		OTHER	Not_Parsed	2668
ES1003679		EXP13917		OTHER	Not_Parsed	2668
ES1003691		EXP13917		OTHER	Not_Parsed	2668
ES1003696		EXP13917		OTHER	Not_Parsed	2668
ES1004341		EXP13917		OTHER	Not_Parsed	2668
ES1004349		EXP13917		OTHER	Not_Parsed	2668
ES1003918		EXP13917		OTHER	Not_Parsed	2668
ES1003920		EXP13917		OTHER	Not_Parsed	2668
ES1003923		EXP13917		OTHER	Not_Parsed	2668
ES1003928		EXP13917		OTHER	Not_Parsed	2668
ES1003936		EXP13917		OTHER	Not_Parsed	2668
ES1003938		EXP13917		OTHER	Not_Parsed	2668
ES1003941		EXP13917		OTHER	Not_Parsed	2668
ES1003943		EXP13917		OTHER	Not_Parsed	2668
ES1003944		EXP13917		OTHER	Not_Parsed	2668
ES1004589		EXP13917		OTHER	Not_Parsed	2668
ES1004359		EXP13917		OTHER	Not_Parsed	2668
ES1004360		EXP13917		OTHER	Not_Parsed	2668
ES1005014		EXP13917		OTHER	Not_Parsed	2668
ES1005017		EXP13917		OTHER	Not_Parsed	2668
ES1005020		EXP13917		OTHER	Not_Parsed	2668
ES1005024		EXP13917		OTHER	Not_Parsed	2668
ES1005027		EXP13917		OTHER	Not_Parsed	2668
ES1005029		EXP13917		OTHER	Not_Parsed	2668
ES1005032		EXP13917		OTHER	Not_Parsed	2668
ES1004603		EXP13917		OTHER	Not_Parsed	2668
ES1004618		EXP13917		OTHER	Not_Parsed	2668
ES1004625		EXP13917		OTHER	Not_Parsed	2668
ES1005260		EXP13917		OTHER	Not_Parsed	2668
ES1005262		EXP13917		OTHER	Not_Parsed	2668
ES1005268		EXP13917		OTHER	Not_Parsed	2668
ES1005043		EXP13917		OTHER	Not_Parsed	2668
ES1005045		EXP13917		OTHER	Not_Parsed	2668
ES1005047		EXP13917		OTHER	Not_Parsed	2668
ES1005680		EXP13917		OTHER	Not_Parsed	2668
ES1005690		EXP13917		OTHER	Not_Parsed	2668
ES1005694		EXP13917		OTHER	Not_Parsed	2668
ES1005699		EXP13917		OTHER	Not_Parsed	2668
ES1003874		EXP13917		OTHER	Not_Parsed	2668
ES1005278		EXP13917		OTHER	Not_Parsed	2668
ES1005288		EXP13917		OTHER	Not_Parsed	2668
ES1005292		EXP13917		OTHER	Not_Parsed	2668
ES1003638		EXP13917		OTHER	Not_Parsed	2668
ES1003640		EXP13917		OTHER	Not_Parsed	2668
ES1003649		EXP13917		OTHER	Not_Parsed	2668
ES1003657		EXP13917		OTHER	Not_Parsed	2668
ES1003658		EXP13917		OTHER	Not_Parsed	2668
ES1003888		EXP13917		OTHER	Not_Parsed	2668
ES1003894		EXP13917		OTHER	Not_Parsed	2668
ES1003896		EXP13917		OTHER	Not_Parsed	2668
ES1003899		EXP13917		OTHER	Not_Parsed	2668
ES1003908		EXP13917		OTHER	Not_Parsed	2668
ES1003910		EXP13917		OTHER	Not_Parsed	2668
ES1004299		EXP13917		OTHER	Not_Parsed	2668
ES1004311		EXP13917		OTHER	Not_Parsed	2668
ES1004324		EXP13917		OTHER	Not_Parsed	2668
ES1004329		EXP13917		OTHER	Not_Parsed	2668
ES1004564		EXP13917		OTHER	Not_Parsed	2668
ES1004571		EXP13917		OTHER	Not_Parsed	2668
ES1004576		EXP13917		OTHER	Not_Parsed	2668
ES1004578		EXP13917		OTHER	Not_Parsed	2668
ES1004584		EXP13917		OTHER	Not_Parsed	2668
ES1005222		EXP13917		OTHER	Not_Parsed	2668
ES1005224		EXP13917		OTHER	Not_Parsed	2668
ES1005233		EXP13917		OTHER	Not_Parsed	2668
ES1004978		EXP13917		OTHER	Not_Parsed	2668
ES1005643		EXP13917		OTHER	Not_Parsed	2668
ES1005644		EXP13917		OTHER	Not_Parsed	2668
ES1005645		EXP13917		OTHER	Not_Parsed	2668
ES1003833		EXP13917		OTHER	Not_Parsed	2668
ES1003848		EXP13917		OTHER	Not_Parsed	2668
ES1003855		EXP13917		OTHER	Not_Parsed	2668
ES1005251		EXP13917		OTHER	Not_Parsed	2668
ES1005252		EXP13917		OTHER	Not_Parsed	2668
ES1004087		EXP13917		OTHER	Not_Parsed	2668
ES1004096		EXP13917		OTHER	Not_Parsed	2668
ES1004098		EXP13917		OTHER	Not_Parsed	2668
ES1004099		EXP13917		OTHER	Not_Parsed	2668
ES1004112		EXP13917		OTHER	Not_Parsed	2668
ES1004252		EXP13917		OTHER	Not_Parsed	2668
ES1004253		EXP13917		OTHER	Not_Parsed	2668
ES1004265		EXP13917		OTHER	Not_Parsed	2668
ES1004266		EXP13917		OTHER	Not_Parsed	2668
ES1004267		EXP13917		OTHER	Not_Parsed	2668
ES1004278		EXP13917		OTHER	Not_Parsed	2668
ES1004283		EXP13917		OTHER	Not_Parsed	2668
ES1004288		EXP13917		OTHER	Not_Parsed	2668
ES1005650		EXP13917		OTHER	Not_Parsed	2668
ES1005670		EXP13917		OTHER	Not_Parsed	2668
ES1005671		EXP13917		OTHER	Not_Parsed	2668
ES1005673		EXP13917		OTHER	Not_Parsed	2668
ES736231	AssayGroupID=AG_Microarray_PBMCFlu_year2;ChipID=8695071081;ArrayID=G	EXP13359		PUBLIC REPOSITORY	Parsed	2668
ES736235	AssayGroupID=AG_Microarray_PBMCFlu_year2;ChipID=8695071005;ArrayID=D	EXP13359		PUBLIC REPOSITORY	Parsed	2668
ES736236	AssayGroupID=AG_Microarray_PBMCFlu_year2;ChipID=8521441083;ArrayID=F	EXP13359		PUBLIC REPOSITORY	Parsed	2668
ES736195	AssayGroupID=AG_Microarray_PBMCFlu_year2;ChipID=8521530002;ArrayID=G	EXP13359		PUBLIC REPOSITORY	Parsed	2668
ES736197	AssayGroupID=AG_Microarray_PBMCFlu_year2;ChipID=8695071005;ArrayID=C	EXP13359		PUBLIC REPOSITORY	Parsed	2668
ES736200	AssayGroupID=AG_Microarray_PBMCFlu_year2;ChipID=8546278040;ArrayID=A	EXP13359		PUBLIC REPOSITORY	Parsed	2668
ES736210	AssayGroupID=AG_Microarray_PBMCFlu_year2;ChipID=8521530002;ArrayID=B	EXP13359		PUBLIC REPOSITORY	Parsed	2668
ES736215	AssayGroupID=AG_Microarray_PBMCFlu_year2;ChipID=8546278055;ArrayID=G	EXP13359		PUBLIC REPOSITORY	Parsed	2668
ES736308	AssayGroupID=AG_Microarray_PBMCFlu_year2;ChipID=8521441083;ArrayID=I	EXP13359		PUBLIC REPOSITORY	Parsed	2668
ES736311	AssayGroupID=AG_Microarray_PBMCFlu_year2;ChipID=8521441083;ArrayID=D	EXP13359		PUBLIC REPOSITORY	Parsed	2668
ES736322	AssayGroupID=AG_Microarray_PBMCFlu_year2;ChipID=8546278054;ArrayID=B	EXP13359		PUBLIC REPOSITORY	Parsed	2668
ES736288	AssayGroupID=AG_Microarray_PBMCFlu_year2;ChipID=8659387182;ArrayID=F	EXP13359		PUBLIC REPOSITORY	Parsed	2668
ES736330	AssayGroupID=AG_Microarray_PBMCFlu_year2;ChipID=8695071059;ArrayID=B	EXP13359		PUBLIC REPOSITORY	Parsed	2668
ES736342	AssayGroupID=AG_Microarray_PBMCFlu_year2;ChipID=8659387182;ArrayID=B	EXP13359		PUBLIC REPOSITORY	Parsed	2668
ES736221	AssayGroupID=AG_Microarray_PBMCFlu_year2;ChipID=8695071078;ArrayID=C	EXP13359		PUBLIC REPOSITORY	Parsed	2668
ES736305	AssayGroupID=AG_Microarray_PBMCFlu_year2;ChipID=8546278040;ArrayID=H	EXP13359		PUBLIC REPOSITORY	Parsed	2668
ES736249	AssayGroupID=AG_Microarray_PBMCFlu_year2;ChipID=8659387197;ArrayID=C	EXP13359		PUBLIC REPOSITORY	Parsed	2668
ES736262	AssayGroupID=AG_Microarray_PBMCFlu_year2;ChipID=8546278054;ArrayID=J	EXP13359		PUBLIC REPOSITORY	Parsed	2668
ES736263	AssayGroupID=AG_Microarray_PBMCFlu_year2;ChipID=8546278054;ArrayID=L	EXP13359		PUBLIC REPOSITORY	Parsed	2668
ES736527		EXP13360		HAI	Parsed	2668
ES736534		EXP13360		HAI	Parsed	2668
ES736187		EXP13360		HAI	Parsed	2668
ES736537		EXP13360		HAI	Parsed	2668
ES736120		EXP13360		HAI	Parsed	2668
ES736128		EXP13360		HAI	Parsed	2668
ES736132		EXP13360		HAI	Parsed	2668
ES736538		EXP13360		HAI	Parsed	2668
ES736142		EXP13360		HAI	Parsed	2668
ES736168		EXP13360		HAI	Parsed	2668
ES736497		EXP13360		HAI	Parsed	2668
ES736502		EXP13360		HAI	Parsed	2668
ES736174		EXP13360		HAI	Parsed	2668
ES736175		EXP13360		HAI	Parsed	2668
ES736503		EXP13360		HAI	Parsed	2668
ES736505		EXP13360		HAI	Parsed	2668
ES736506		EXP13360		HAI	Parsed	2668
ES784715		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784727		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784731		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784735		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784740		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784670		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784686		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784695		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784620		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784635		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784643		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784649		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784589		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784597		EXP13702		PUBLIC REPOSITORY	Parsed	2668
ES784606		EXP13702		PUBLIC REPOSITORY	Parsed	2668
