FCS_HEADER_ID	PARAMETER_NUMBER	PNN_PREFERRED	PNN_REPORTED	PNS_PREFERRED	PNS_REPORTED
188861	8		PE-A	STAT5A	pSTAT-5
188862	7		FITC-A	STAT1	pSTAT-1
188867	12		QDot 605-A	PTPRC	CD45RA
188880	4		SSC-A		SSC-A
188881	13		APC-A	STAT3	pSTAT-3
188882	13		APC-A	STAT3	pSTAT-3
188886	6		SSC-W		SSC-W
182592	6		SSC-W		SSC-W
182597	5		SSC-H		SSC-H
182606	11		Pacific Blue-A	CD3E	CD3
182610	7		FITC-A		TCRgd
182611	7		FITC-A	LILRB1	CD85j
182621	11		Pacific Blue-A	CD3E	CD3
182624	8		PE-A	PDCD1	PD-1
182649	1		FSC-A		FSC-A
182654	1		FSC-A		FSC-A
182669	11		Pacific Blue-A	CD3E	CD3
182671	12		APC-A	CD19	CD19
182686	9		PerCP-Cy5-5-A	CD4	CD4
182689	5		SSC-H		SSC-H
182692	4		SSC-A		SSC-A
182693	4		SSC-A		SSC-A
182709	4		SSC-A		SSC-A
182713	13		APC-Cy7-A	CD8A	CD8
182717	2		FSC-H		FSC-H
182719	11		Pacific Blue-A	CD3E	CD3
182728	11		Pacific Blue-A	CD3E	CD3
182785	4		SSC-A		SSC-A
182790	13		APC-Cy7-A	CD8A	CD8
182811	7		FITC-A		CD16/56
182820	5		SSC-H		SSC-H
182829	4		SSC-A		SSC-A
182834	12		APC-A	HLA-DRA	Anti-HLA-DR
182845	6		SSC-W		SSC-W
182857	9		PerCP-Cy5-5-A	HLA-DRA	Anti-HLA-DR
182865	9		PerCP-Cy5-5-A	CD19	CD19
182887	12		APC-A	IL7R	CD127
182916	13		APC-Cy7-A	CD8A	CD8
182921	9		PerCP-Cy5-5-A	CD19	CD19
182922	2		FSC-H		FSC-H
182926	12		APC-A	CD27	CD27
182939	11		Pacific Blue-A	CD3E	CD3
182948	6		SSC-W		SSC-W
182951	10		PE-Cy7-A	CD33	CD33
182953	9		PerCP-Cy5-5-A	CD4	CD4
182957	14		Time		Time
182958	9		PerCP-Cy5-5-A	CD4	CD4
182962	8		PE-A	KLRK1	CD314
182974	1		FSC-A		FSC-A
182976	12		APC-A	NCAM1	CD56
183009	12		APC-A	HLA-DRA	Anti-HLA-DR
183011	13		APC-Cy7-A	CD8A	CD8
183029	13		APC-Cy7-A	CD8A	CD8
183038	12		APC-A	CD27	CD27
183040	9		PerCP-Cy5-5-A	CD19	CD19
183066	13		APC-Cy7-A	CD8A	CD8
183072	13		APC-Cy7-A	CD8A	CD8
183074	12		APC-A	NCAM1	CD56
189284	5		SSC-H		SSC-H
189303	12		QDot 605-A	PTPRC	CD45RA
189311	8		PE-A	STAT5A	pSTAT-5
189318	4		SSC-A		SSC-A
189121	6		SSC-W		SSC-W
189124	13		APC-A	STAT3	pSTAT-3
188902	8		PE-A	STAT5A	pSTAT-5
188904	4		SSC-A		SSC-A
188913	10		PE-Cy7-A	CD33	CD33
188917	6		SSC-W		SSC-W
188922	4		SSC-A		SSC-A
188932	9		PerCP-Cy5-5-A		CD20/CD4
188943	8		PE-A	STAT5A	pSTAT-5
188960	1		FSC-A		FSC-A
189134	14		Pacific Orange-A		Pacific Orange-A
189138	4		SSC-A		SSC-A
189144	8		PE-A	STAT5A	pSTAT-5
188973	9		PerCP-Cy5-5-A		CD4/CD20
188989	5		SSC-H		SSC-H
188993	1		FSC-A		FSC-A
188995	6		SSC-W		SSC-W
189000	11		Pacific Blue-A	CD3E	CD3
189020	16		Time		Time
189027	7		FITC-A	STAT1	pSTAT-1
189032	1		FSC-A		FSC-A
189035	11		Pacific Blue-A	CD3E	CD3
189147	1		FSC-A		FSC-A
189149	12		QDot 605-A	PTPRC	CD45RA
189154	8		PE-A	STAT5A	pSTAT-5
189163	12		QDot 605-A	PTPRC	CD45RA
189172	5		SSC-H		SSC-H
189185	1		FSC-A		FSC-A
189186	16		Time		Time
189188	11		Pacific Blue-A	CD3E	CD3
189195	2		FSC-H		FSC-H
189198	8		PE-A	STAT5A	pSTAT-5
189199	6		SSC-W		SSC-W
189203	1		FSC-A		FSC-A
189203	15		APC-Alexa 750-A		APC-Alexa 750-A
189208	8		PE-A	STAT5A	pSTAT-5
189219	14		Pacific Orange-A		Pacific Orange-A
189223	1		FSC-A		FSC-A
189065	8		PE-A	STAT5A	pSTAT-5
189078	16		Time		Time
189081	9		PerCP-Cy5-5-A		CD4/CD20
189086	11		Pacific Blue-A	CD3E	CD3
189087	14		Pacific Orange-A		Pacific Orange-A
189096	14		Pacific Orange-A		Pacific Orange-A
189227	6		SSC-W		SSC-W
189238	16		Time		Time
189254	5		SSC-H		SSC-H
189256	9		PerCP-Cy5-5-A		CD4/CD20
189269	5		SSC-H		SSC-H
188898	10		PE-Cy7-A	CD33	CD33
188919	10		PE-Cy7-A	CD33	CD33
188925	6		SSC-W		SSC-W
188879	7		FITC-A	STAT1	pSTAT-1
188896	4		SSC-A		SSC-A
188909	5		SSC-H		SSC-H
188911	4		SSC-A		SSC-A
188870	9		PerCP-Cy5-5-A		CD4/CD20
188857	15		APC-Alexa 750-A		APC-Alexa 750-A
188926	3		FSC-W		FSC-W
188926	16		Time		Time
188932	8		PE-A	STAT5A	pSTAT-5
188936	3		FSC-W		FSC-W
182596	14		Time		Time
182599	7		FITC-A	IGHD	IgD
182600	6		SSC-W		SSC-W
182600	11		Pacific Blue-A	CD3E	CD3
182604	13		APC-Cy7-A	CD8A	CD8
182605	6		SSC-W		SSC-W
182612	7		FITC-A	KLRD1	CD94
182615	13		APC-Cy7-A	CD8A	CD8
182617	5		SSC-H		SSC-H
182625	6		SSC-W		SSC-W
182625	11		Pacific Blue-A	CD3E	CD3
182636	11		Pacific Blue-A	CD3E	CD3
182637	4		SSC-A		SSC-A
182638	12		APC-A	HLA-DRA	Anti-HLA-DR
182643	1		FSC-A		FSC-A
182678	2		FSC-H		FSC-H
182682	5		SSC-H		SSC-H
182683	7		FITC-A	IGHD	IgD
182710	8		PE-A	KLRK1	CD314
182712	1		FSC-A		FSC-A
182715	5		SSC-H		SSC-H
182722	10		PE-Cy7-A	CD38	CD38
182724	5		SSC-H		SSC-H
182745	7		FITC-A	KLRD1	CD94
182758	9		PerCP-Cy5-5-A	CD4	CD4
182759	9		PerCP-Cy5-5-A	HLA-DRA	Anti-HLA-DR
182767	12		APC-A	CD27	CD27
182791	7		FITC-A		CD16/56
182797	14		Time		Time
182805	2		FSC-H		FSC-H
182812	9		PerCP-Cy5-5-A	CD4	CD4
182816	1		FSC-A		FSC-A
182827	9		PerCP-Cy5-5-A	CD4	CD4
182835	8		PE-A	CD28	CD28
182844	9		PerCP-Cy5-5-A	CD19	CD19
182862	7		FITC-A		TCRgd
182877	5		SSC-H		SSC-H
182887	2		FSC-H		FSC-H
182889	6		SSC-W		SSC-W
182895	8		PE-A		PE-A
182897	4		SSC-A		SSC-A
182900	12		APC-A	CD27	CD27
182914	6		SSC-W		SSC-W
182949	4		SSC-A		SSC-A
182952	1		FSC-A		FSC-A
182953	8		PE-A	PDCD1	PD-1
182954	5		SSC-H		SSC-H
182956	12		APC-A	CD27	CD27
182967	4		SSC-A		SSC-A
182982	6		SSC-W		SSC-W
182990	5		SSC-H		SSC-H
182996	12		APC-A	CD27	CD27
182999	14		Time		Time
183002	9		PerCP-Cy5-5-A	CD4	CD4
183022	7		FITC-A		CD16/56
183040	8		PE-A	CD24	CD24
183041	11		Pacific Blue-A	CD3E	CD3
183050	8		PE-A	CXCR3	CXCR3
183058	10		PE-Cy7-A	CD38	CD38
183100	7		FITC-A		TCRgd
182950	11		Pacific Blue-A	CD3E	CD3
189279	2		FSC-H		FSC-H
189308	15		APC-Alexa 750-A		APC-Alexa 750-A
189327	1		FSC-A		FSC-A
189328	8		PE-A	STAT5A	pSTAT-5
189329	3		FSC-W		FSC-W
189044	10		PE-Cy7-A	CD33	CD33
189051	14		Pacific Orange-A		Pacific Orange-A
189055	12		QDot 605-A	PTPRC	CD45RA
189057	10		PE-Cy7-A	CD33	CD33
189066	10		PE-Cy7-A	CD33	CD33
189069	2		FSC-H		FSC-H
189085	14		Pacific Orange-A		Pacific Orange-A
189087	11		Pacific Blue-A	CD3E	CD3
189091	15		APC-Alexa 750-A		APC-Alexa 750-A
189095	7		FITC-A	STAT1	pSTAT-1
189105	7		FITC-A	STAT1	pSTAT-1
189106	11		Pacific Blue-A	CD3E	CD3
189108	1		FSC-A		FSC-A
189110	2		FSC-H		FSC-H
189112	7		FITC-A	STAT1	pSTAT-1
189119	14		Pacific Orange-A		Pacific Orange-A
189121	10		PE-Cy7-A	CD33	CD33
189136	1		FSC-A		FSC-A
189136	15		APC-Alexa 750-A		APC-Alexa 750-A
189143	7		FITC-A	STAT1	pSTAT-1
189148	9		PerCP-Cy5-5-A		CD4/CD20
189157	7		FITC-A	STAT1	pSTAT-1
189175	4		SSC-A		SSC-A
189179	2		FSC-H		FSC-H
189199	10		PE-Cy7-A	CD33	CD33
189209	14		Pacific Orange-A		Pacific Orange-A
189219	6		SSC-W		SSC-W
189228	7		FITC-A	STAT1	pSTAT-1
189229	9		PerCP-Cy5-5-A		CD4/CD20
189236	8		PE-A	STAT5A	pSTAT-5
189239	1		FSC-A		FSC-A
189241	8		PE-A	STAT5A	pSTAT-5
189253	4		SSC-A		SSC-A
189259	2		FSC-H		FSC-H
189261	4		SSC-A		SSC-A
189270	13		APC-A	STAT3	pSTAT-3
189275	8		PE-A	STAT5A	pSTAT-5
188952	16		Time		Time
188958	16		Time		Time
188959	5		SSC-H		SSC-H
188960	6		SSC-W		SSC-W
188972	1		FSC-A		FSC-A
188973	8		PE-A	STAT5A	pSTAT-5
188974	7		FITC-A	STAT1	pSTAT-1
188989	16		Time		Time
188994	9		PerCP-Cy5-5-A		CD20/CD4
189007	2		FSC-H		FSC-H
189010	6		SSC-W		SSC-W
188930	8		PE-A	STAT5A	pSTAT-5
188932	7		FITC-A	STAT1	pSTAT-1
188939	12		QDot 605-A	PTPRC	CD45RA
189082	5		SSC-H		SSC-H
189087	10		PE-Cy7-A	CD33	CD33
189088	8		PE-A	STAT5A	pSTAT-5
189096	10		PE-Cy7-A	CD33	CD33
189100	1		FSC-A		FSC-A
189110	14		Pacific Orange-A		Pacific Orange-A
189115	1		FSC-A		FSC-A
188957	14		Pacific Orange-A		Pacific Orange-A
188958	13		APC-A	STAT3	pSTAT-3
188960	10		PE-Cy7-A	CD33	CD33
188963	5		SSC-H		SSC-H
189021	6		SSC-W		SSC-W
189021	11		Pacific Blue-A	CD3E	CD3
189033	8		PE-A	STAT5A	pSTAT-5
189037	5		SSC-H		SSC-H
189038	10		PE-Cy7-A	CD33	CD33
189039	13		APC-A	STAT3	pSTAT-3
188873	13		APC-A	STAT3	pSTAT-3
188876	6		SSC-W		SSC-W
188885	5		SSC-H		SSC-H
189062	1		FSC-A		FSC-A
189062	14		Pacific Orange-A		Pacific Orange-A
188980	9		PerCP-Cy5-5-A		CD4/CD20
188856	2		FSC-H		FSC-H
188867	14		Pacific Orange-A		Pacific Orange-A
189075	5		SSC-H		SSC-H
188906	5		SSC-H		SSC-H
188912	9		PerCP-Cy5-5-A		CD4/CD20
189015	7		FITC-A	STAT1	pSTAT-1
189020	12		QDot 605-A	PTPRC	CD45RA
188949	5		SSC-H		SSC-H
188955	8		PE-A	STAT5A	pSTAT-5
189119	11		Pacific Blue-A	CD3E	CD3
189126	16		Time		Time
189007	15		APC-Alexa 750-A		APC-Alexa 750-A
182780	10		PE-Cy7-A	FCG3A	CD16
182783	14		Time		Time
182797	6		SSC-W		SSC-W
182805	14		Time		Time
182806	12		APC-A	HLA-DRA	Anti-HLA-DR
182817	12		APC-A	IL7R	CD127
182837	4		SSC-A		SSC-A
182854	6		SSC-W		SSC-W
182854	11		Pacific Blue-A	CD3E	CD3
182856	11		Pacific Blue-A	CD3E	CD3
182858	1		FSC-A		FSC-A
182602	3		FSC-W		FSC-W
182614	2		FSC-H		FSC-H
182615	12		APC-A	CD19	CD19
182616	12		APC-A	CD19	CD19
182618	12		APC-A	CD27	CD27
182639	3		FSC-W		FSC-W
182641	8		PE-A	CD24	CD24
182661	6		SSC-W		SSC-W
182668	11		Pacific Blue-A	CD3E	CD3
182876	1		FSC-A		FSC-A
182881	12		APC-A	CD19	CD19
182887	1		FSC-A		FSC-A
182898	3		FSC-W		FSC-W
182907	1		FSC-A		FSC-A
182915	1		FSC-A		FSC-A
182916	2		FSC-H		FSC-H
182926	1		FSC-A		FSC-A
182934	1		FSC-A		FSC-A
182999	6		SSC-W		SSC-W
183009	14		Time		Time
183016	5		SSC-H		SSC-H
183029	2		FSC-H		FSC-H
183031	7		FITC-A	LILRB1	CD85j
183045	7		FITC-A	LILRB1	CD85j
183046	12		APC-A	NCAM1	CD56
183048	5		SSC-H		SSC-H
182678	1		FSC-A		FSC-A
183064	4		SSC-A		SSC-A
183075	4		SSC-A		SSC-A
183097	5		SSC-H		SSC-H
189217	4		SSC-A		SSC-A
189222	6		SSC-W		SSC-W
182965	5		SSC-H		SSC-H
182970	5		SSC-H		SSC-H
182977	5		SSC-H		SSC-H
182981	12		APC-A	HLA-DRA	Anti-HLA-DR
182987	13		APC-Cy7-A	CD8A	CD8
182989	4		SSC-A		SSC-A
182991	2		FSC-H		FSC-H
189226	13		APC-A	STAT3	pSTAT-3
189231	12		QDot 605-A	PTPRC	CD45RA
189233	6		SSC-W		SSC-W
189241	7		FITC-A	STAT1	pSTAT-1
189242	3		FSC-W		FSC-W
189246	2		FSC-H		FSC-H
189250	1		FSC-A		FSC-A
189288	8		PE-A	STAT5A	pSTAT-5
182686	7		FITC-A		CD16/56
182712	6		SSC-W		SSC-W
182717	6		SSC-W		SSC-W
182734	5		SSC-H		SSC-H
182742	4		SSC-A		SSC-A
182750	11		Pacific Blue-A	CD3E	CD3
182757	1		FSC-A		FSC-A
182768	3		FSC-W		FSC-W
189140	1		FSC-A		FSC-A
189145	7		FITC-A	STAT1	pSTAT-1
189151	5		SSC-H		SSC-H
189159	12		QDot 605-A	PTPRC	CD45RA
189176	4		SSC-A		SSC-A
189187	3		FSC-W		FSC-W
189207	13		APC-A	STAT3	pSTAT-3
189214	4		SSC-A		SSC-A
189306	15		APC-Alexa 750-A		APC-Alexa 750-A
189308	6		SSC-W		SSC-W
189308	11		Pacific Blue-A	CD3E	CD3
189314	2		FSC-H		FSC-H
189319	3		FSC-W		FSC-W
189320	5		SSC-H		SSC-H
182868	7		FITC-A		CD16/56
182872	7		FITC-A	IGHD	IgD
182873	12		APC-A	IL7R	CD127
182915	6		SSC-W		SSC-W
182917	9		PerCP-Cy5-5-A	CD4	CD4
182929	4		SSC-A		SSC-A
182930	5		SSC-H		SSC-H
182948	4		SSC-A		SSC-A
182864	7		FITC-A	KLRD1	CD94
182968	11		Pacific Blue-A	CD3E	CD3
182971	4		SSC-A		SSC-A
182990	13		APC-Cy7-A	CD8A	CD8
182996	14		Time		Time
182998	3		FSC-W		FSC-W
183003	7		FITC-A	LILRB1	CD85j
183006	11		Pacific Blue-A	CD3E	CD3
183008	13		APC-Cy7-A	CD8A	CD8
183011	1		FSC-A		FSC-A
183014	5		SSC-H		SSC-H
183015	9		PerCP-Cy5-5-A	CD4	CD4
183017	12		APC-A	CD27	CD27
183021	10		PE-Cy7-A	CD33	CD33
182591	14		Time		Time
182592	4		SSC-A		SSC-A
182617	13		APC-Cy7-A	CD8A	CD8
182623	11		Pacific Blue-A	CD3E	CD3
