EXPSAMPLE_ACCESSION	DESCRIPTION	EXPERIMENT_ACCESSION	NAME	RESULT_SCHEMA	UPLOAD_RESULT_STATUS	WORKSPACE_ID
ES840010		EXP13936		OTHER	Not_Parsed	2510
ES840019		EXP13936		OTHER	Not_Parsed	2510
ES840021		EXP13936		OTHER	Not_Parsed	2510
ES840024		EXP13936		OTHER	Not_Parsed	2510
ES840030		EXP13936		OTHER	Not_Parsed	2510
ES840045		EXP13936		OTHER	Not_Parsed	2510
ES840047		EXP13936		OTHER	Not_Parsed	2510
ES840053		EXP13936		OTHER	Not_Parsed	2510
ES840055		EXP13936		OTHER	Not_Parsed	2510
ES840058		EXP13936		OTHER	Not_Parsed	2510
ES840067		EXP13936		OTHER	Not_Parsed	2510
ES840078		EXP13936		OTHER	Not_Parsed	2510
ES840084		EXP13936		OTHER	Not_Parsed	2510
ES840090		EXP13936		OTHER	Not_Parsed	2510
ES840095		EXP13936		OTHER	Not_Parsed	2510
ES840096		EXP13936		OTHER	Not_Parsed	2510
ES840106		EXP13936		OTHER	Not_Parsed	2510
ES840109		EXP13936		OTHER	Not_Parsed	2510
ES840120		EXP13936		OTHER	Not_Parsed	2510
ES840124		EXP13936		OTHER	Not_Parsed	2510
ES840135		EXP13936		OTHER	Not_Parsed	2510
ES840140		EXP13936		OTHER	Not_Parsed	2510
ES840148		EXP13936		OTHER	Not_Parsed	2510
ES840153		EXP13936		OTHER	Not_Parsed	2510
ES840155		EXP13936		OTHER	Not_Parsed	2510
ES840160		EXP13936		OTHER	Not_Parsed	2510
ES840161		EXP13936		OTHER	Not_Parsed	2510
ES840179		EXP13936		OTHER	Not_Parsed	2510
ES840182		EXP13936		OTHER	Not_Parsed	2510
ES840187		EXP13936		OTHER	Not_Parsed	2510
ES840197		EXP13936		OTHER	Not_Parsed	2510
ES840198		EXP13936		OTHER	Not_Parsed	2510
ES1039110	miRNA on CD8	EXP14715	miRNA-CD8	OTHER	Not_Parsed	2510
ES1039113	miRNA on CD8	EXP14715	miRNA-CD8	OTHER	Not_Parsed	2510
ES1039115	miRNA on CD8	EXP14715	miRNA-CD8	OTHER	Not_Parsed	2510
ES1039120	miRNA on CD8	EXP14715	miRNA-CD8	OTHER	Not_Parsed	2510
ES1039128	miRNA on CD8	EXP14715	miRNA-CD8	OTHER	Not_Parsed	2510
ES1039133	miRNA on CD8	EXP14715	miRNA-CD8	OTHER	Not_Parsed	2510
ES1039135	miRNA on CD8	EXP14715	miRNA-CD8	OTHER	Not_Parsed	2510
ES1039137	miRNA on CD8	EXP14715	miRNA-CD8	OTHER	Not_Parsed	2510
ES1039141		EXP14716	Secreted Cytokine	OTHER	Not_Parsed	2510
ES1039158		EXP14716	Secreted Cytokine	OTHER	Not_Parsed	2510
ES1039168		EXP14716	Secreted Cytokine	OTHER	Not_Parsed	2510
ES1039181		EXP14716	Secreted Cytokine	OTHER	Not_Parsed	2510
ES1039187		EXP14716	Secreted Cytokine	OTHER	Not_Parsed	2510
ES1039214		EXP14716	Secreted Cytokine	OTHER	Not_Parsed	2510
ES1039224		EXP14716	Secreted Cytokine	OTHER	Not_Parsed	2510
ES1039236		EXP14716	Secreted Cytokine	OTHER	Not_Parsed	2510
ES1039238		EXP14716	Secreted Cytokine	OTHER	Not_Parsed	2510
ES1039249		EXP14716	Secreted Cytokine	OTHER	Not_Parsed	2510
ES1039268		EXP14716	Secreted Cytokine	OTHER	Not_Parsed	2510
ES1039272		EXP14716	Secreted Cytokine	OTHER	Not_Parsed	2510
ES1039277		EXP14716	Secreted Cytokine	OTHER	Not_Parsed	2510
ES1039293		EXP14716	Secreted Cytokine	OTHER	Not_Parsed	2510
ES1039297		EXP14716	Secreted Cytokine	OTHER	Not_Parsed	2510
ES1039307		EXP14716	Secreted Cytokine	OTHER	Not_Parsed	2510
ES1039309		EXP14716	Secreted Cytokine	OTHER	Not_Parsed	2510
ES1039325		EXP14716	Secreted Cytokine	OTHER	Not_Parsed	2510
ES1039349		EXP14716	Secreted Cytokine	OTHER	Not_Parsed	2510
ES1039355		EXP14716	Secreted Cytokine	OTHER	Not_Parsed	2510
ES1039357		EXP14716	Secreted Cytokine	OTHER	Not_Parsed	2510
ES1039358		EXP14716	Secreted Cytokine	OTHER	Not_Parsed	2510
ES1039366		EXP14716	Secreted Cytokine	OTHER	Not_Parsed	2510
ES1039369		EXP14716	Secreted Cytokine	OTHER	Not_Parsed	2510
ES1039376		EXP14716	Secreted Cytokine	OTHER	Not_Parsed	2510
ES846603		EXP13923		OTHER	Not_Parsed	2510
ES846604		EXP13923		OTHER	Not_Parsed	2510
ES846606		EXP13923		OTHER	Not_Parsed	2510
ES846609		EXP13923		OTHER	Not_Parsed	2510
ES846632		EXP13923		OTHER	Not_Parsed	2510
ES846646		EXP13923		OTHER	Not_Parsed	2510
ES846654		EXP13923		OTHER	Not_Parsed	2510
ES846662		EXP13923		OTHER	Not_Parsed	2510
ES846672		EXP13923		OTHER	Not_Parsed	2510
ES846679		EXP13923		OTHER	Not_Parsed	2510
ES846688		EXP13923		OTHER	Not_Parsed	2510
ES846698		EXP13923		OTHER	Not_Parsed	2510
ES846700		EXP13923		OTHER	Not_Parsed	2510
ES846710		EXP13923		OTHER	Not_Parsed	2510
ES846715		EXP13923		OTHER	Not_Parsed	2510
ES846718		EXP13923		OTHER	Not_Parsed	2510
ES846724		EXP13923		OTHER	Not_Parsed	2510
ES846729		EXP13923		OTHER	Not_Parsed	2510
ES846731		EXP13923		OTHER	Not_Parsed	2510
ES846733		EXP13923		OTHER	Not_Parsed	2510
ES846744		EXP13923		OTHER	Not_Parsed	2510
ES846746		EXP13923		OTHER	Not_Parsed	2510
ES846783		EXP13923		OTHER	Not_Parsed	2510
ES846784		EXP13923		OTHER	Not_Parsed	2510
ES846800		EXP13923		OTHER	Not_Parsed	2510
ES846805		EXP13923		OTHER	Not_Parsed	2510
ES498981		EXP9413		Q-PCR	Parsed	2510
ES498988		EXP9413		Q-PCR	Parsed	2510
ES498993		EXP9413		Q-PCR	Parsed	2510
ES498996		EXP9413		Q-PCR	Parsed	2510
ES499001		EXP9413		Q-PCR	Parsed	2510
ES499004		EXP9413		Q-PCR	Parsed	2510
ES499008		EXP9413		Q-PCR	Parsed	2510
ES499014		EXP9413		Q-PCR	Parsed	2510
ES499017		EXP9413		Q-PCR	Parsed	2510
ES499020		EXP9413		Q-PCR	Parsed	2510
ES499035		EXP9413		Q-PCR	Parsed	2510
ES499046		EXP9413		Q-PCR	Parsed	2510
ES499057		EXP9413		Q-PCR	Parsed	2510
ES499094		EXP9413		Q-PCR	Parsed	2510
ES499101		EXP9413		Q-PCR	Parsed	2510
ES499107		EXP9413		Q-PCR	Parsed	2510
ES609876		EXP10742		OTHER	Not_Parsed	2510
ES609881		EXP10742		OTHER	Not_Parsed	2510
ES609899		EXP10742		OTHER	Not_Parsed	2510
ES609903		EXP10742		OTHER	Not_Parsed	2510
ES609906		EXP10742		OTHER	Not_Parsed	2510
ES609912		EXP10742		OTHER	Not_Parsed	2510
ES609917		EXP10742		OTHER	Not_Parsed	2510
ES609933		EXP10742		OTHER	Not_Parsed	2510
ES609939		EXP10742		OTHER	Not_Parsed	2510
ES609944		EXP10742		OTHER	Not_Parsed	2510
ES609951		EXP10742		OTHER	Not_Parsed	2510
ES609953		EXP10742		OTHER	Not_Parsed	2510
ES609961		EXP10742		OTHER	Not_Parsed	2510
ES845898		EXP13372		OTHER	Not_Parsed	2510
ES845903		EXP13372		OTHER	Not_Parsed	2510
ES845907		EXP13372		OTHER	Not_Parsed	2510
ES845908		EXP13372		OTHER	Not_Parsed	2510
ES845909		EXP13372		OTHER	Not_Parsed	2510
ES845911		EXP13924		OTHER	Not_Parsed	2510
ES845915		EXP13924		OTHER	Not_Parsed	2510
ES845921		EXP13924		OTHER	Not_Parsed	2510
ES845927		EXP13924		OTHER	Not_Parsed	2510
ES845929		EXP13924		OTHER	Not_Parsed	2510
ES845932		EXP13924		OTHER	Not_Parsed	2510
ES845963		EXP13372		OTHER	Not_Parsed	2510
ES845975		EXP13924		OTHER	Not_Parsed	2510
ES845981		EXP13924		OTHER	Not_Parsed	2510
ES845987		EXP13924		OTHER	Not_Parsed	2510
ES845994		EXP13372		OTHER	Not_Parsed	2510
ES846009		EXP13372		OTHER	Not_Parsed	2510
ES846010		EXP13372		OTHER	Not_Parsed	2510
ES846028		EXP13924		OTHER	Not_Parsed	2510
ES846036		EXP13372		OTHER	Not_Parsed	2510
ES846037		EXP13372		OTHER	Not_Parsed	2510
ES846046		EXP13372		OTHER	Not_Parsed	2510
ES846048		EXP13372		OTHER	Not_Parsed	2510
ES846049		EXP13372		OTHER	Not_Parsed	2510
ES846050		EXP13924		OTHER	Not_Parsed	2510
ES846052		EXP13924		OTHER	Not_Parsed	2510
ES846055		EXP13924		OTHER	Not_Parsed	2510
ES846065		EXP13372		OTHER	Not_Parsed	2510
ES846069		EXP13372		OTHER	Not_Parsed	2510
ES846083		EXP13924		OTHER	Not_Parsed	2510
ES846110		EXP13372		OTHER	Not_Parsed	2510
ES846133		EXP13372		OTHER	Not_Parsed	2510
ES846140		EXP13372		OTHER	Not_Parsed	2510
ES846147		EXP13924		OTHER	Not_Parsed	2510
ES846162		EXP13924		OTHER	Not_Parsed	2510
ES846164		EXP13924		OTHER	Not_Parsed	2510
ES846178		EXP13372		OTHER	Not_Parsed	2510
ES610149		EXP10742		OTHER	Not_Parsed	2510
ES610153		EXP10742		OTHER	Not_Parsed	2510
ES610159		EXP10742		OTHER	Not_Parsed	2510
ES610165		EXP10742		OTHER	Not_Parsed	2510
ES610175		EXP10742		OTHER	Not_Parsed	2510
ES610183		EXP10742		OTHER	Not_Parsed	2510
ES610186		EXP10742		OTHER	Not_Parsed	2510
ES610187		EXP10742		OTHER	Not_Parsed	2510
ES610188		EXP10742		OTHER	Not_Parsed	2510
ES610189		EXP10742		OTHER	Not_Parsed	2510
ES610196		EXP10742		OTHER	Not_Parsed	2510
ES610199		EXP10742		OTHER	Not_Parsed	2510
ES610202		EXP10742		OTHER	Not_Parsed	2510
ES610205		EXP10742		OTHER	Not_Parsed	2510
ES610207		EXP10742		OTHER	Not_Parsed	2510
ES610213		EXP10742		OTHER	Not_Parsed	2510
ES610216		EXP10742		OTHER	Not_Parsed	2510
ES610220		EXP10742		OTHER	Not_Parsed	2510
ES610226		EXP10742		OTHER	Not_Parsed	2510
ES610232		EXP10742		OTHER	Not_Parsed	2510
ES610247		EXP10742		OTHER	Not_Parsed	2510
ES610252		EXP10742		OTHER	Not_Parsed	2510
ES610284		EXP10742		OTHER	Not_Parsed	2510
ES610299		EXP10742		OTHER	Not_Parsed	2510
ES610300		EXP10742		OTHER	Not_Parsed	2510
ES610308		EXP10742		OTHER	Not_Parsed	2510
ES610314		EXP10742		OTHER	Not_Parsed	2510
ES610324		EXP10742		OTHER	Not_Parsed	2510
ES610331		EXP10742		OTHER	Not_Parsed	2510
ES845313		EXP13372		OTHER	Not_Parsed	2510
ES845330		EXP13924		OTHER	Not_Parsed	2510
ES845334		EXP13924		OTHER	Not_Parsed	2510
ES845345		EXP13924		OTHER	Not_Parsed	2510
ES845355		EXP13924		OTHER	Not_Parsed	2510
ES845367		EXP13372		OTHER	Not_Parsed	2510
ES845378		EXP13372		OTHER	Not_Parsed	2510
ES845396		EXP13924		OTHER	Not_Parsed	2510
ES845405		EXP13372		OTHER	Not_Parsed	2510
ES845408		EXP13372		OTHER	Not_Parsed	2510
ES845414		EXP13924		OTHER	Not_Parsed	2510
ES845419		EXP13924		OTHER	Not_Parsed	2510
ES845426		EXP13924		OTHER	Not_Parsed	2510
ES845432		EXP13924		OTHER	Not_Parsed	2510
ES845437		EXP13924		OTHER	Not_Parsed	2510
ES845440		EXP13924		OTHER	Not_Parsed	2510
ES845443		EXP13924		OTHER	Not_Parsed	2510
ES845448		EXP13924		OTHER	Not_Parsed	2510
ES845459		EXP13924		OTHER	Not_Parsed	2510
ES845468		EXP13924		OTHER	Not_Parsed	2510
ES845484		EXP13372		OTHER	Not_Parsed	2510
ES845495		EXP13372		OTHER	Not_Parsed	2510
ES845504		EXP13372		OTHER	Not_Parsed	2510
ES845505		EXP13372		OTHER	Not_Parsed	2510
ES845506		EXP13372		OTHER	Not_Parsed	2510
ES845508		EXP13372		OTHER	Not_Parsed	2510
ES845533		EXP13924		OTHER	Not_Parsed	2510
ES845536		EXP13924		OTHER	Not_Parsed	2510
ES845542		EXP13924		OTHER	Not_Parsed	2510
ES845548		EXP13924		OTHER	Not_Parsed	2510
ES845554		EXP13924		OTHER	Not_Parsed	2510
ES845556		EXP13924		OTHER	Not_Parsed	2510
ES845559		EXP13924		OTHER	Not_Parsed	2510
ES845562		EXP13924		OTHER	Not_Parsed	2510
ES845564		EXP13924		OTHER	Not_Parsed	2510
