EXPSAMPLE_ACCESSION	DESCRIPTION	EXPERIMENT_ACCESSION	NAME	RESULT_SCHEMA	UPLOAD_RESULT_STATUS	WORKSPACE_ID
ES783598		EXP13679		FCM	Parsed	2799
ES783579		EXP13679		FCM	Parsed	2799
ES784131		EXP13679		FCM	Parsed	2799
ES784134		EXP13679		FCM	Parsed	2799
ES784119		EXP13679		FCM	Parsed	2799
ES784202		EXP13679		FCM	Parsed	2799
ES783635		EXP13679		FCM	Parsed	2799
ES783636		EXP13679		FCM	Parsed	2799
ES783644		EXP13679		FCM	Parsed	2799
ES784206		EXP13679		FCM	Parsed	2799
ES783627		EXP13679		FCM	Parsed	2799
ES783613		EXP13679		FCM	Parsed	2799
ES783620		EXP13679		FCM	Parsed	2799
ES784221		EXP13679		FCM	Parsed	2799
ES784222		EXP13679		FCM	Parsed	2799
ES784355		EXP13679		FCM	Parsed	2799
ES784323		EXP13679		FCM	Parsed	2799
ES784325		EXP13679		FCM	Parsed	2799
ES784326		EXP13679		FCM	Parsed	2799
ES784278		EXP13679		FCM	Parsed	2799
ES784282		EXP13679		FCM	Parsed	2799
ES784287		EXP13679		FCM	Parsed	2799
ES784288		EXP13679		FCM	Parsed	2799
ES784295		EXP13679		FCM	Parsed	2799
ES784304		EXP13679		FCM	Parsed	2799
ES784197		EXP13679		FCM	Parsed	2799
ES783648		EXP13679		FCM	Parsed	2799
ES784164		EXP13679		FCM	Parsed	2799
ES784166		EXP13679		FCM	Parsed	2799
ES784169		EXP13679		FCM	Parsed	2799
ES783650		EXP13679		FCM	Parsed	2799
ES784182		EXP13679		FCM	Parsed	2799
ES784185		EXP13679		FCM	Parsed	2799
ES784246		EXP13679		FCM	Parsed	2799
ES784248		EXP13679		FCM	Parsed	2799
ES784347		EXP13679		FCM	Parsed	2799
ES784352		EXP13679		FCM	Parsed	2799
ES784264		EXP13679		FCM	Parsed	2799
ES783657		EXP13679		FCM	Parsed	2799
ES779478		EXP13680		HAI	Parsed	2799
ES779481		EXP13680		HAI	Parsed	2799
ES779505		EXP13680		HAI	Parsed	2799
ES779510		EXP13680		HAI	Parsed	2799
ES779513		EXP13680		HAI	Parsed	2799
ES779516		EXP13680		HAI	Parsed	2799
ES779523		EXP13680		HAI	Parsed	2799
ES779529		EXP13680		HAI	Parsed	2799
ES779539		EXP13680		HAI	Parsed	2799
ES779554		EXP13680		HAI	Parsed	2799
ES779569		EXP13680		HAI	Parsed	2799
ES779663		EXP13681		VIRUS NEUTRALIZATION	Parsed	2799
ES779677		EXP13681		VIRUS NEUTRALIZATION	Parsed	2799
ES779682		EXP13681		VIRUS NEUTRALIZATION	Parsed	2799
ES779687		EXP13681		VIRUS NEUTRALIZATION	Parsed	2799
ES779706		EXP13681		VIRUS NEUTRALIZATION	Parsed	2799
ES779616		EXP13681		VIRUS NEUTRALIZATION	Parsed	2799
ES779626		EXP13681		VIRUS NEUTRALIZATION	Parsed	2799
ES779629		EXP13681		VIRUS NEUTRALIZATION	Parsed	2799
ES779633		EXP13681		VIRUS NEUTRALIZATION	Parsed	2799
ES779649		EXP13681		VIRUS NEUTRALIZATION	Parsed	2799
ES779650		EXP13681		VIRUS NEUTRALIZATION	Parsed	2799
ES779575		EXP13681		VIRUS NEUTRALIZATION	Parsed	2799
ES779584		EXP13681		VIRUS NEUTRALIZATION	Parsed	2799
ES779589		EXP13681		VIRUS NEUTRALIZATION	Parsed	2799
ES779591		EXP13681		VIRUS NEUTRALIZATION	Parsed	2799
ES779594		EXP13681		VIRUS NEUTRALIZATION	Parsed	2799
ES779597		EXP13681		VIRUS NEUTRALIZATION	Parsed	2799
ES779598		EXP13681		VIRUS NEUTRALIZATION	Parsed	2799
ES779601		EXP13681		VIRUS NEUTRALIZATION	Parsed	2799
